,Country/Region,Province/State,Admin2,Combined_Key,Last Update,Latitude,Longitude,Confirmed,Deaths,Recovered,Active
23148,US,Oklahoma,McIntosh,"McIntosh, Oklahoma, US",3/26/2020 23:48,35.37235506,-95.66599306,0,0,0,0
23149,US,Pennsylvania,McKean,"McKean, Pennsylvania, US",3/26/2020 23:48,41.80938602,-78.56478358,0,0,0,0
23150,US,North Dakota,McKenzie,"McKenzie, North Dakota, US",3/26/2020 23:48,47.7413337,-103.395905,0,0,0,0
23151,US,New Mexico,McKinley,"McKinley, New Mexico, US",3/26/2020 23:48,35.5800772,-108.262245,3,0,0,0
23152,US,Illinois,McLean,"McLean, Illinois, US",3/26/2020 23:48,40.48996987,-88.84621113,8,1,0,0
23153,US,Kentucky,McLean,"McLean, Kentucky, US",3/26/2020 23:48,37.5301951,-87.26803443,0,0,0,0
23154,US,North Dakota,McLean,"McLean, North Dakota, US",3/26/2020 23:48,47.60766714,-101.3182418,0,0,0,0
23155,US,Texas,McLennan,"McLennan, Texas, US",3/26/2020 23:48,31.55255453,-97.20217694,28,0,0,0
23156,US,Minnesota,McLeod,"McLeod, Minnesota, US",3/26/2020 23:48,44.82367677,-94.27287017,0,0,0,0
23157,US,Tennessee,McMinn,"McMinn, Tennessee, US",3/26/2020 23:48,35.42812616,-84.61520715,3,0,0,0
23158,US,Texas,McMullen,"McMullen, Texas, US",3/26/2020 23:48,28.35251708,-98.56769164,0,0,0,0
23159,US,Tennessee,McNairy,"McNairy, Tennessee, US",3/26/2020 23:48,35.17468549,-88.5647812,0,0,0,0
23160,US,Kansas,McPherson,"McPherson, Kansas, US",3/26/2020 23:48,38.39184858,-97.64769869,0,0,0,0
23161,US,Nebraska,McPherson,"McPherson, Nebraska, US",3/26/2020 23:48,41.56797682,-101.0599362,0,0,0,0
23162,US,South Dakota,McPherson,"McPherson, South Dakota, US",3/26/2020 23:48,45.76626028,-99.22118798,0,0,0,0
23163,US,Kansas,Meade,"Meade, Kansas, US",3/26/2020 23:48,37.23859987,-100.364831,0,0,0,0
23164,US,Kentucky,Meade,"Meade, Kentucky, US",3/26/2020 23:48,37.96163597,-86.21028219,0,0,0,0
23165,US,South Dakota,Meade,"Meade, South Dakota, US",3/26/2020 23:48,44.56676791,-102.7162741,1,0,0,0
23166,US,Montana,Meagher,"Meagher, Montana, US",3/26/2020 23:48,46.59907074,-110.8898557,1,0,0,0
23167,US,North Carolina,Mecklenburg,"Mecklenburg, North Carolina, US",3/26/2020 23:48,35.24469268,-80.8317671,204,0,0,0
23168,US,Virginia,Mecklenburg,"Mecklenburg, Virginia, US",3/26/2020 23:48,36.67882005,-78.36131056,3,0,0,0
23169,US,Michigan,Mecosta,"Mecosta, Michigan, US",3/26/2020 23:48,43.64064262,-85.32463223,1,1,0,0
23170,US,Ohio,Medina,"Medina, Ohio, US",3/26/2020 23:48,41.11770589,-81.8998621,24,0,0,0
23171,US,Texas,Medina,"Medina, Texas, US",3/26/2020 23:48,29.3557301,-99.11030298,1,0,0,0
23172,US,Minnesota,Meeker,"Meeker, Minnesota, US",3/26/2020 23:48,45.12328869,-94.52839455,0,0,0,0
23173,US,Ohio,Meigs,"Meigs, Ohio, US",3/26/2020 23:48,39.09224872,-82.0305041,0,0,0,0
23174,US,Tennessee,Meigs,"Meigs, Tennessee, US",3/26/2020 23:48,35.51558739,-84.81482914,1,0,0,0
23175,US,South Dakota,Mellette,"Mellette, South Dakota, US",3/26/2020 23:48,43.58078848,-100.7563186,0,0,0,0
23176,US,Illinois,Menard,"Menard, Illinois, US",3/26/2020 23:48,40.02742725,-89.80246001,0,0,0,0
23177,US,Texas,Menard,"Menard, Texas, US",3/26/2020 23:48,30.88990665,-99.8204794,0,0,0,0
23178,US,California,Mendocino,"Mendocino, California, US",3/26/2020 23:48,39.4381191,-123.3911313,2,0,0,0
23179,US,Kentucky,Menifee,"Menifee, Kentucky, US",3/26/2020 23:48,37.94090733,-83.59985712,1,0,0,0
23180,US,Michigan,Menominee,"Menominee, Michigan, US",3/26/2020 23:48,45.58038692,-87.55370409,0,0,0,0
23181,US,Wisconsin,Menominee,"Menominee, Wisconsin, US",3/26/2020 23:48,45.00422544,-88.70950714,0,0,0,0
23182,US,California,Merced,"Merced, California, US",3/26/2020 23:48,37.18922369,-120.7209035,2,0,0,0
23183,US,Illinois,Mercer,"Mercer, Illinois, US",3/26/2020 23:48,41.20596782,-90.74290052,0,0,0,0
23184,US,Kentucky,Mercer,"Mercer, Kentucky, US",3/26/2020 23:48,37.81474237,-84.87488475,0,0,0,0
23185,US,Missouri,Mercer,"Mercer, Missouri, US",3/26/2020 23:48,40.42212303,-93.5682959,0,0,0,0
23186,US,New Jersey,Mercer,"Mercer, New Jersey, US",3/26/2020 23:48,40.28047017,-74.70479631,111,0,0,0
23187,US,North Dakota,Mercer,"Mercer, North Dakota, US",3/26/2020 23:48,47.31213126,-101.8318399,0,0,0,0
23188,US,Ohio,Mercer,"Mercer, Ohio, US",3/26/2020 23:48,40.54043046,-84.62912742,1,0,0,0
23189,US,Pennsylvania,Mercer,"Mercer, Pennsylvania, US",3/26/2020 23:48,41.30248872,-80.25816981,3,0,0,0
23190,US,West Virginia,Mercer,"Mercer, West Virginia, US",3/26/2020 23:48,37.40481169,-81.11023142,2,0,0,0
23191,US,Georgia,Meriwether,"Meriwether, Georgia, US",3/26/2020 23:48,33.04163534,-84.68859732,1,0,0,0
23192,US,Nebraska,Merrick,"Merrick, Nebraska, US",3/26/2020 23:48,41.16624273,-98.0374887,0,0,0,0
23193,US,New Hampshire,Merrimack,"Merrimack, New Hampshire, US",3/26/2020 23:48,43.29662971,-71.6811573,5,0,0,0
23194,US,Colorado,Mesa,"Mesa, Colorado, US",3/26/2020 23:48,39.01787888,-108.469799,6,0,0,0
23195,US,Kentucky,Metcalfe,"Metcalfe, Kentucky, US",3/26/2020 23:48,36.99459295,-85.63123699,0,0,0,0
23196,US,Indiana,Miami,"Miami, Indiana, US",3/26/2020 23:48,40.76940965,-86.04525048,1,0,0,0
23197,US,Kansas,Miami,"Miami, Kansas, US",3/26/2020 23:48,38.56383358,-94.83832189,0,0,0,0
23198,US,Ohio,Miami,"Miami, Ohio, US",3/26/2020 23:48,40.0543329,-84.22871271,20,2,0,0
23199,US,Florida,Miami-Dade,"Miami-Dade, Florida, US",3/26/2020 23:48,25.6112362,-80.55170587,616,0,0,0
23200,US,Connecticut,Middlesex,"Middlesex, Connecticut, US",3/26/2020 23:48,41.45949668,-72.53714864,18,1,0,0
23201,US,Massachusetts,Middlesex,"Middlesex, Massachusetts, US",3/26/2020 23:48,42.48607732,-71.39049229,538,4,0,0
23202,US,New Jersey,Middlesex,"Middlesex, New Jersey, US",3/26/2020 23:48,40.43629879,-74.41426991,505,0,0,0
23203,US,Virginia,Middlesex,"Middlesex, Virginia, US",3/26/2020 23:48,37.63191998,-76.55064617,0,0,0,0
23204,US,Michigan,Midland,"Midland, Michigan, US",3/26/2020 23:48,43.64330771,-84.38804374,6,0,0,0
23205,US,Texas,Midland,"Midland, Texas, US",3/26/2020 23:48,31.86904128,-102.0315682,6,1,0,0
23206,US,Pennsylvania,Mifflin,"Mifflin, Pennsylvania, US",3/26/2020 23:48,40.61116939,-77.61070738,0,0,0,0
23207,US,Texas,Milam,"Milam, Texas, US",3/26/2020 23:48,30.7858183,-96.97718698,2,0,0,0
23208,US,Utah,Millard,"Millard, Utah, US",3/26/2020 23:48,39.0729209,-113.1020328,0,0,0,0
23209,US,Minnesota,Mille Lacs,"Mille Lacs, Minnesota, US",3/26/2020 23:48,45.93705297,-93.63236823,0,0,0,0
23210,US,Arkansas,Miller,"Miller, Arkansas, US",3/26/2020 23:48,33.31403423,-93.89285258,0,0,0,0
23211,US,Georgia,Miller,"Miller, Georgia, US",3/26/2020 23:48,31.16568912,-84.73151117,2,0,0,0
23212,US,Missouri,Miller,"Miller, Missouri, US",3/26/2020 23:48,38.21450288,-92.42610898,0,0,0,0
23213,US,Iowa,Mills,"Mills, Iowa, US",3/26/2020 23:48,41.03299766,-95.61920963,0,0,0,0
23214,US,Texas,Mills,"Mills, Texas, US",3/26/2020 23:48,31.49557106,-98.59272068,0,0,0,0
23215,US,Wisconsin,Milwaukee,"Milwaukee, Wisconsin, US",3/26/2020 23:48,43.00486062,-87.96733172,347,7,0,0
23216,US,South Dakota,Miner,"Miner, South Dakota, US",3/26/2020 23:48,44.02197882,-97.60992207,0,0,0,0
23217,US,Colorado,Mineral,"Mineral, Colorado, US",3/26/2020 23:48,37.66954283,-106.9281698,0,0,0,0
23218,US,Montana,Mineral,"Mineral, Montana, US",3/26/2020 23:48,47.15283992,-115.0015239,0,0,0,0
23219,US,Nevada,Mineral,"Mineral, Nevada, US",3/26/2020 23:48,38.53841696,-118.4344506,0,0,0,0
23220,US,West Virginia,Mineral,"Mineral, West Virginia, US",3/26/2020 23:48,39.41561583,-78.94104895,0,0,0,0
23221,US,West Virginia,Mingo,"Mingo, West Virginia, US",3/26/2020 23:48,37.73048351,-82.13338365,0,0,0,0
23222,US,Idaho,Minidoka,"Minidoka, Idaho, US",3/26/2020 23:48,42.85518524,-113.6357257,0,0,0,0
23223,US,South Dakota,Minnehaha,"Minnehaha, South Dakota, US",3/26/2020 23:48,43.67441641,-96.7910885,16,0,0,0
23224,US,Michigan,Missaukee,"Missaukee, Michigan, US",3/26/2020 23:48,44.33772443,-85.09256478,1,0,0,0
23225,US,Arkansas,Mississippi,"Mississippi, Arkansas, US",3/26/2020 23:48,35.76271485,-90.0519437,0,0,0,0
23226,US,Missouri,Mississippi,"Mississippi, Missouri, US",3/26/2020 23:48,36.82516239,-89.29505753,0,0,0,0
23227,US,Montana,Missoula,"Missoula, Montana, US",3/26/2020 23:48,47.03728583,-113.9213508,7,0,0,0
23228,US,Georgia,Mitchell,"Mitchell, Georgia, US",3/26/2020 23:48,31.22483255,-84.19381821,10,0,0,0
23229,US,Iowa,Mitchell,"Mitchell, Iowa, US",3/26/2020 23:48,43.35638371,-92.78887719,0,0,0,0
23230,US,Kansas,Mitchell,"Mitchell, Kansas, US",3/26/2020 23:48,39.39331582,-98.20906732,2,0,0,0
23231,US,North Carolina,Mitchell,"Mitchell, North Carolina, US",3/26/2020 23:48,36.01059309,-82.1582442,1,0,0,0
23232,US,Texas,Mitchell,"Mitchell, Texas, US",3/26/2020 23:48,32.30623474,-100.9212058,0,0,0,0
23233,US,Alabama,Mobile,"Mobile, Alabama, US",3/26/2020 23:48,30.78472347,-88.20842409,18,0,0,0
23234,US,California,Modoc,"Modoc, California, US",3/26/2020 23:48,41.58965602,-120.7244817,0,0,0,0
23235,US,Colorado,Moffat,"Moffat, Colorado, US",3/26/2020 23:48,40.61810999,-108.2070876,0,0,0,0
23236,US,Arizona,Mohave,"Mohave, Arizona, US",3/26/2020 23:48,35.70471703,-113.7577902,2,0,0,0
23237,US,Missouri,Moniteau,"Moniteau, Missouri, US",3/26/2020 23:48,38.63571781,-92.57976951,2,0,0,0
23238,US,New Jersey,Monmouth,"Monmouth, New Jersey, US",3/26/2020 23:48,40.26549699,-74.22240686,501,3,0,0
23239,US,California,Mono,"Mono, California, US",3/26/2020 23:48,37.93899289,-118.8872409,4,0,0,0
23240,US,Iowa,Monona,"Monona, Iowa, US",3/26/2020 23:48,42.05220391,-95.95743843,1,0,0,0
23241,US,West Virginia,Monongalia,"Monongalia, West Virginia, US",3/26/2020 23:48,39.63218457,-80.04766838,18,0,0,0
23242,US,Alabama,Monroe,"Monroe, Alabama, US",3/26/2020 23:48,31.56729412,-87.36995001,0,0,0,0
23243,US,Arkansas,Monroe,"Monroe, Arkansas, US",3/26/2020 23:48,34.6815935,-91.20540287,0,0,0,0
23244,US,Florida,Monroe,"Monroe, Florida, US",3/26/2020 23:48,25.20904673,-81.07812416,12,0,0,0
23245,US,Georgia,Monroe,"Monroe, Georgia, US",3/26/2020 23:48,33.014289,-83.92097166,3,0,0,0
23246,US,Illinois,Monroe,"Monroe, Illinois, US",3/26/2020 23:48,38.27594376,-90.17761038,2,0,0,0
23247,US,Indiana,Monroe,"Monroe, Indiana, US",3/26/2020 23:48,39.16130004,-86.52414358,6,0,0,0
23248,US,Iowa,Monroe,"Monroe, Iowa, US",3/26/2020 23:48,41.02988815,-92.8690667,0,0,0,0
23249,US,Kentucky,Monroe,"Monroe, Kentucky, US",3/26/2020 23:48,36.71225341,-85.71596443,0,0,0,0
23250,US,Michigan,Monroe,"Monroe, Michigan, US",3/26/2020 23:48,41.92734151,-83.53749864,21,0,0,0
23251,US,Mississippi,Monroe,"Monroe, Mississippi, US",3/26/2020 23:48,33.89236763,-88.4808438,3,0,0,0
23252,US,Missouri,Monroe,"Monroe, Missouri, US",3/26/2020 23:48,39.49593978,-92.00043978,0,0,0,0
23253,US,New York,Monroe,"Monroe, New York, US",3/26/2020 23:48,43.14638895,-77.69322942,148,4,0,0
23254,US,Ohio,Monroe,"Monroe, Ohio, US",3/26/2020 23:48,39.72984936,-81.08464734,0,0,0,0
23255,US,Pennsylvania,Monroe,"Monroe, Pennsylvania, US",3/26/2020 23:48,41.05934058,-75.34031025,67,2,0,0
23256,US,Tennessee,Monroe,"Monroe, Tennessee, US",3/26/2020 23:48,35.44550387,-84.24902965,2,0,0,0
23257,US,West Virginia,Monroe,"Monroe, West Virginia, US",3/26/2020 23:48,37.56274716,-80.54577965,0,0,0,0
23258,US,Wisconsin,Monroe,"Monroe, Wisconsin, US",3/26/2020 23:48,43.94641218,-90.618819,1,0,0,0
23259,US,Texas,Montague,"Montague, Texas, US",3/26/2020 23:48,33.67521893,-97.72500958,0,0,0,0
23260,US,Michigan,Montcalm,"Montcalm, Michigan, US",3/26/2020 23:48,43.31082541,-85.15252824,3,0,0,0
23261,US,California,Monterey,"Monterey, California, US",3/26/2020 23:48,36.21862405,-121.2413397,24,1,0,0
23262,US,Colorado,Montezuma,"Montezuma, Colorado, US",3/26/2020 23:48,37.33859579,-108.5958857,0,0,0,0
23263,US,Alabama,Montgomery,"Montgomery, Alabama, US",3/26/2020 23:48,32.2206831,-86.20969272,17,0,0,0
23264,US,Arkansas,Montgomery,"Montgomery, Arkansas, US",3/26/2020 23:48,34.53704874,-93.65824478,0,0,0,0
23265,US,Georgia,Montgomery,"Montgomery, Georgia, US",3/26/2020 23:48,32.17201038,-82.53527476,0,0,0,0
23266,US,Illinois,Montgomery,"Montgomery, Illinois, US",3/26/2020 23:48,39.23198845,-89.47809254,0,0,0,0
23267,US,Indiana,Montgomery,"Montgomery, Indiana, US",3/26/2020 23:48,40.04034823,-86.89335024,2,0,0,0
23268,US,Iowa,Montgomery,"Montgomery, Iowa, US",3/26/2020 23:48,41.03018714,-95.15642896,0,0,0,0
23269,US,Kansas,Montgomery,"Montgomery, Kansas, US",3/26/2020 23:48,37.19236568,-95.74329258,0,0,0,0
23270,US,Kentucky,Montgomery,"Montgomery, Kentucky, US",3/26/2020 23:48,38.03253032,-83.9145241,2,0,0,0
23271,US,Maryland,Montgomery,"Montgomery, Maryland, US",3/26/2020 23:48,39.13676329,-77.20358245,164,1,0,0
23272,US,Mississippi,Montgomery,"Montgomery, Mississippi, US",3/26/2020 23:48,33.49419589,-89.61729103,4,0,0,0
23273,US,Missouri,Montgomery,"Montgomery, Missouri, US",3/26/2020 23:48,38.94022054,-91.47000721,2,0,0,0
23274,US,New York,Montgomery,"Montgomery, New York, US",3/26/2020 23:48,42.90123494,-74.44011632,5,0,0,0
23275,US,North Carolina,Montgomery,"Montgomery, North Carolina, US",3/26/2020 23:48,35.33155144,-79.90416657,3,0,0,0
23276,US,Ohio,Montgomery,"Montgomery, Ohio, US",3/26/2020 23:48,39.75394919,-84.29050975,14,0,0,0
23277,US,Pennsylvania,Montgomery,"Montgomery, Pennsylvania, US",3/26/2020 23:48,40.21053671,-75.36652296,313,3,0,0
23278,US,Tennessee,Montgomery,"Montgomery, Tennessee, US",3/26/2020 23:48,36.49609412,-87.38550661,6,0,0,0
23279,US,Texas,Montgomery,"Montgomery, Texas, US",3/26/2020 23:48,30.30079133,-95.50572772,41,0,0,0
23280,US,Virginia,Montgomery,"Montgomery, Virginia, US",3/26/2020 23:48,37.17746986,-80.37868691,0,0,0,0
23281,US,Michigan,Montmorency,"Montmorency, Michigan, US",3/26/2020 23:48,45.0275929,-84.12696227,0,0,0,0
23282,US,Pennsylvania,Montour,"Montour, Pennsylvania, US",3/26/2020 23:48,41.03023987,-76.66345939,4,0,0,0
23283,US,Colorado,Montrose,"Montrose, Colorado, US",3/26/2020 23:48,38.40214114,-108.2639022,4,0,0,0
23284,US,South Dakota,Moody,"Moody, South Dakota, US",3/26/2020 23:48,44.02266214,-96.67081159,0,0,0,0
23285,US,North Carolina,Moore,"Moore, North Carolina, US",3/26/2020 23:48,35.30885257,-79.48474178,3,0,0,0
23286,US,Tennessee,Moore,"Moore, Tennessee, US",3/26/2020 23:48,35.27724699,-86.36230578,0,0,0,0
23287,US,Texas,Moore,"Moore, Texas, US",3/26/2020 23:48,35.83769242,-101.8930281,0,0,0,0
23288,US,New Mexico,Mora,"Mora, New Mexico, US",3/26/2020 23:48,36.01095101,-104.9497716,0,0,0,0
23289,US,Louisiana,Morehouse,"Morehouse, Louisiana, US",3/26/2020 23:48,32.81686191,-91.80421614,3,0,0,0
23290,US,Alabama,Morgan,"Morgan, Alabama, US",3/26/2020 23:48,34.45500589,-86.85475946,9,0,0,0
23291,US,Colorado,Morgan,"Morgan, Colorado, US",3/26/2020 23:48,40.2627981,-103.8093302,3,0,0,0
23292,US,Georgia,Morgan,"Morgan, Georgia, US",3/26/2020 23:48,33.59232073,-83.49129491,1,0,0,0
23293,US,Illinois,Morgan,"Morgan, Illinois, US",3/26/2020 23:48,39.71654544,-90.20255104,0,0,0,0
23294,US,Indiana,Morgan,"Morgan, Indiana, US",3/26/2020 23:48,39.47899078,-86.44573375,7,0,0,0
23295,US,Kentucky,Morgan,"Morgan, Kentucky, US",3/26/2020 23:48,37.92465657,-83.25558245,0,0,0,0
23296,US,Missouri,Morgan,"Morgan, Missouri, US",3/26/2020 23:48,38.4181765,-92.88791859,0,0,0,0
23297,US,Ohio,Morgan,"Morgan, Ohio, US",3/26/2020 23:48,39.62081738,-81.85308173,0,0,0,0
23298,US,Tennessee,Morgan,"Morgan, Tennessee, US",3/26/2020 23:48,36.13248031,-84.64880098,0,0,0,0
23299,US,Utah,Morgan,"Morgan, Utah, US",3/26/2020 23:48,41.08830262,-111.5727723,0,0,0,0
23300,US,West Virginia,Morgan,"Morgan, West Virginia, US",3/26/2020 23:48,39.55439028,-78.26311676,0,0,0,0
23301,US,Nebraska,Morrill,"Morrill, Nebraska, US",3/26/2020 23:48,41.71711774,-103.0061405,0,0,0,0
23302,US,Kansas,Morris,"Morris, Kansas, US",3/26/2020 23:48,38.68827511,-96.65128437,2,0,0,0
23303,US,New Jersey,Morris,"Morris, New Jersey, US",3/26/2020 23:48,40.86095313,-74.5455371,315,1,0,0
23304,US,Texas,Morris,"Morris, Texas, US",3/26/2020 23:48,33.11304005,-94.73255695,1,0,0,0
23305,US,Minnesota,Morrison,"Morrison, Minnesota, US",3/26/2020 23:48,46.01265363,-94.27341528,0,0,0,0
23306,US,Ohio,Morrow,"Morrow, Ohio, US",3/26/2020 23:48,40.5236356,-82.7892599,0,0,0,0
23307,US,Oregon,Morrow,"Morrow, Oregon, US",3/26/2020 23:48,45.41846568,-119.584546,0,0,0,0
23308,US,Kansas,Morton,"Morton, Kansas, US",3/26/2020 23:48,37.19141121,-101.7992519,0,0,0,0
23309,US,North Dakota,Morton,"Morton, North Dakota, US",3/26/2020 23:48,46.71681782,-101.2822377,8,0,0,0
23310,US,Texas,Motley,"Motley, Texas, US",3/26/2020 23:48,34.07408766,-100.779722,0,0,0,0
23311,US,Illinois,Moultrie,"Moultrie, Illinois, US",3/26/2020 23:48,39.64187451,-88.62099969,0,0,0,0
23312,US,North Dakota,Mountrail,"Mountrail, North Dakota, US",3/26/2020 23:48,48.20197971,-102.3555315,0,0,0,0
23313,US,Minnesota,Mower,"Mower, Minnesota, US",3/26/2020 23:48,43.67142874,-92.75234549,10,0,0,0
23314,US,Kentucky,Muhlenberg,"Muhlenberg, Kentucky, US",3/26/2020 23:48,37.21425819,-87.14632053,2,0,0,0
23315,US,Oregon,Multnomah,"Multnomah, Oregon, US",3/26/2020 23:48,45.54747959,-122.4169351,45,2,0,0
23316,US,Georgia,Murray,"Murray, Georgia, US",3/26/2020 23:48,34.78897608,-84.74993177,0,0,0,0
23317,US,Minnesota,Murray,"Murray, Minnesota, US",3/26/2020 23:48,44.02216709,-95.76328482,0,0,0,0
23318,US,Oklahoma,Murray,"Murray, Oklahoma, US",3/26/2020 23:48,34.48116015,-97.06826283,0,0,0,0
23319,US,Iowa,Muscatine,"Muscatine, Iowa, US",3/26/2020 23:48,41.48370744,-91.1121697,6,0,0,0
23320,US,Georgia,Muscogee,"Muscogee, Georgia, US",3/26/2020 23:48,32.50931999,-84.87142262,5,0,0,0
23321,US,Michigan,Muskegon,"Muskegon, Michigan, US",3/26/2020 23:48,43.29123859,-86.15176712,3,0,0,0
23322,US,Ohio,Muskingum,"Muskingum, Ohio, US",3/26/2020 23:48,39.96575964,-81.94363275,1,0,0,0
23323,US,Oklahoma,Muskogee,"Muskogee, Oklahoma, US",3/26/2020 23:48,35.61318461,-95.37802952,4,0,0,0
23324,US,Montana,Musselshell,"Musselshell, Montana, US",3/26/2020 23:48,46.49684637,-108.39498,0,0,0,0
23325,US,Texas,Nacogdoches,"Nacogdoches, Texas, US",3/26/2020 23:48,31.62017125,-94.61803994,1,0,0,0
23326,US,Nebraska,Nance,"Nance, Nebraska, US",3/26/2020 23:48,41.39750195,-97.99327291,0,0,0,0
23327,US,Massachusetts,Nantucket,"Nantucket, Massachusetts, US",3/26/2020 23:48,41.2942019,-70.08774729,0,0,0,0
23328,US,California,Napa,"Napa, California, US",3/26/2020 23:48,38.50735751,-122.332839,6,0,0,0
23329,US,North Carolina,Nash,"Nash, North Carolina, US",3/26/2020 23:48,35.96575634,-77.98422508,4,0,0,0
23330,US,Florida,Nassau,"Nassau, Florida, US",3/26/2020 23:48,30.61037141,-81.80297522,5,0,0,0
23331,US,New York,Nassau,"Nassau, New York, US",3/26/2020 23:48,40.74066522,-73.58941873,3914,17,0,0
23332,US,Louisiana,Natchitoches,"Natchitoches, Louisiana, US",3/26/2020 23:48,31.72321584,-93.09816516,2,0,0,0
23333,US,Wyoming,Natrona,"Natrona, Wyoming, US",3/26/2020 23:48,42.96180148,-106.797885,6,0,0,0
23334,US,Arizona,Navajo,"Navajo, Arizona, US",3/26/2020 23:48,35.3997715,-110.3218983,43,0,0,0
23335,US,Texas,Navarro,"Navarro, Texas, US",3/26/2020 23:48,32.04620681,-96.47428766,0,0,0,0
23336,US,Kentucky,Nelson,"Nelson, Kentucky, US",3/26/2020 23:48,37.80335779,-85.4657193,1,0,0,0
23337,US,North Dakota,Nelson,"Nelson, North Dakota, US",3/26/2020 23:48,47.9226426,-98.19038437,0,0,0,0
23338,US,Virginia,Nelson,"Nelson, Virginia, US",3/26/2020 23:48,37.78790447,-78.88498513,1,0,0,0
23339,US,Kansas,Nemaha,"Nemaha, Kansas, US",3/26/2020 23:48,39.78345387,-96.01392079,0,0,0,0
23340,US,Nebraska,Nemaha,"Nemaha, Nebraska, US",3/26/2020 23:48,40.38514847,-95.85433992,1,0,0,0
23341,US,Kansas,Neosho,"Neosho, Kansas, US",3/26/2020 23:48,37.55862897,-95.30670046,1,0,0,0
23342,US,Mississippi,Neshoba,"Neshoba, Mississippi, US",3/26/2020 23:48,32.75339664,-89.11726492,0,0,0,0
23343,US,Kansas,Ness,"Ness, Kansas, US",3/26/2020 23:48,38.47974157,-99.91547333,0,0,0,0
23344,US,Arkansas,Nevada,"Nevada, Arkansas, US",3/26/2020 23:48,33.66340119,-93.30632432,0,0,0,0
23345,US,California,Nevada,"Nevada, California, US",3/26/2020 23:48,39.30394768,-120.7627281,7,0,0,0
23346,US,Delaware,New Castle,"New Castle, Delaware, US",3/26/2020 23:48,39.57992638,-75.64054974,86,0,0,0
23347,US,North Carolina,New Hanover,"New Hanover, North Carolina, US",3/26/2020 23:48,34.25758282,-77.87075626,14,0,0,0
23348,US,Connecticut,New Haven,"New Haven, Connecticut, US",3/26/2020 23:48,41.4080325,-72.93620426,156,2,0,0
23349,US,Virginia,New Kent,"New Kent, Virginia, US",3/26/2020 23:48,37.50694406,-76.99828634,0,0,0,0
23350,US,Connecticut,New London,"New London, Connecticut, US",3/26/2020 23:48,41.48896435,-72.10430976,13,0,0,0
23351,US,Missouri,New Madrid,"New Madrid, Missouri, US",3/26/2020 23:48,36.59666326,-89.66070007,0,0,0,0
23352,US,New York,New York City,"New York City, New York, US",3/26/2020 23:48,40.7672726,-73.97152637,21873,281,0,0
23353,US,Michigan,Newaygo,"Newaygo, Michigan, US",3/26/2020 23:48,43.554374,-85.80070107,2,0,0,0
23354,US,South Carolina,Newberry,"Newberry, South Carolina, US",3/26/2020 23:48,34.28629098,-81.59935761,1,0,0,0
23355,US,Rhode Island,Newport,"Newport, Rhode Island, US",3/26/2020 23:48,41.5642026,-71.26569799,12,0,0,0
23356,US,Virginia,Newport News,"Newport News, Virginia, US",3/26/2020 23:48,37.08166899,-76.51754109,8,1,0,0
23357,US,Arkansas,Newton,"Newton, Arkansas, US",3/26/2020 23:48,35.91947491,-93.21612969,0,0,0,0
23358,US,Georgia,Newton,"Newton, Georgia, US",3/26/2020 23:48,33.55514538,-83.8454714,10,0,0,0
23359,US,Indiana,Newton,"Newton, Indiana, US",3/26/2020 23:48,40.95610449,-87.39635768,0,0,0,0
23360,US,Mississippi,Newton,"Newton, Mississippi, US",3/26/2020 23:48,32.40021118,-89.11843336,1,0,0,0
23361,US,Missouri,Newton,"Newton, Missouri, US",3/26/2020 23:48,36.90519407,-94.3394104,3,0,0,0
23362,US,Texas,Newton,"Newton, Texas, US",3/26/2020 23:48,30.78548982,-93.74408813,0,0,0,0
23363,US,Idaho,Nez Perce,"Nez Perce, Idaho, US",3/26/2020 23:48,46.32638236,-116.7500975,1,0,0,0
23364,US,New York,Niagara,"Niagara, New York, US",3/26/2020 23:48,43.19898042,-78.74777412,14,0,0,0
23365,US,Kentucky,Nicholas,"Nicholas, Kentucky, US",3/26/2020 23:48,38.33342292,-84.01889177,0,0,0,0
23366,US,West Virginia,Nicholas,"Nicholas, West Virginia, US",3/26/2020 23:48,38.29617706,-80.79759588,0,0,0,0
23367,US,Minnesota,Nicollet,"Nicollet, Minnesota, US",3/26/2020 23:48,44.35291112,-94.24710352,3,0,0,0
23368,US,Wyoming,Niobrara,"Niobrara, Wyoming, US",3/26/2020 23:48,43.05607708,-104.4758896,0,0,0,0
23369,US,Indiana,Noble,"Noble, Indiana, US",3/26/2020 23:48,41.39672484,-85.41966713,1,0,0,0
23370,US,Ohio,Noble,"Noble, Ohio, US",3/26/2020 23:48,39.76818851,-81.45937183,0,0,0,0
23371,US,Oklahoma,Noble,"Noble, Oklahoma, US",3/26/2020 23:48,36.38953329,-97.22928674,2,0,0,0
23372,US,Minnesota,Nobles,"Nobles, Minnesota, US",3/26/2020 23:48,43.67434621,-95.75329576,0,0,0,0
23373,US,Missouri,Nodaway,"Nodaway, Missouri, US",3/26/2020 23:48,40.36079813,-94.88133008,0,0,0,0
23374,US,Texas,Nolan,"Nolan, Texas, US",3/26/2020 23:48,32.30365282,-100.4060208,0,0,0,0
23375,US,Alaska,Nome,"Nome, Alaska, US",3/26/2020 23:48,64.90320724,-164.0353804,0,0,0,0
23376,US,Massachusetts,Norfolk,"Norfolk, Massachusetts, US",3/26/2020 23:48,42.16073095,-71.20530408,292,2,0,0
